Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Score),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
CNS31 - Verify Service Description must not be blank,PS-136,10275,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,18/Jun/24 7:46 PM,22/Jun/24 9:34 PM,15/Jul/24 3:57 PM,22/Jun/24 9:34 PM,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001wf:,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352050787,,,Done,22/Jun/24 9:34 PM
CNS30 - Verify Service Name must not be blank,PS-135,10274,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,18/Jun/24 7:45 PM,22/Jun/24 9:34 PM,15/Jul/24 3:57 PM,22/Jun/24 9:34 PM,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001w7:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352113382,,,Done,22/Jun/24 9:34 PM
FP12 - Forgot password - Confirmation Password must be the same as New Password,PS-134,10273,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,18/Jun/24 7:44 PM,22/Jun/24 9:31 PM,15/Jul/24 3:57 PM,22/Jun/24 9:31 PM,,0,,,,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,,,,,,,,,,,,,PS-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|hzzzzy:r,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352019194,,,Done,22/Jun/24 9:31 PM
MS37 - Verify Pricing Table must have at least one valid entry,PS-133,10272,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,18/Jun/24 7:44 PM,22/Jun/24 9:34 PM,15/Jul/24 3:57 PM,22/Jun/24 9:34 PM,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001vz:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352203754,,,Done,22/Jun/24 9:34 PM
MA52 - Verify RoleID  – RoleID must be selected,PS-132,10271,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:44 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:zz,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352151188,,,Done,22/Jun/24 9:33 PM
MS36 - VerifyTags must not be blank,PS-131,10270,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,18/Jun/24 7:43 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001vr:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352194436,,,Done,22/Jun/24 9:33 PM
FP53 - Forgot password - Email does not exist in the system,PS-130,10269,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,18/Jun/24 7:43 PM,22/Jun/24 9:31 PM,15/Jul/24 3:57 PM,22/Jun/24 9:31 PM,,0,,,,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,,,,,,,,,,,,,PS-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|hzzzzy:i,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352068973,,,Done,22/Jun/24 9:31 PM
CA45 - Verify RoleID - RoleID must be selected,PS-129,10268,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:43 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:zy,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352187041,,,Done,22/Jun/24 9:33 PM
MA51 - Verify Telephone Number  – First character can not have space,PS-128,10267,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:43 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:zx,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352198036,,,Done,22/Jun/24 9:33 PM
CA44 - Verify Telephone Number - First character can not have space,PS-127,10266,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:43 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:zv,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352207775,,,Done,22/Jun/24 9:33 PM
MS35 - Verify Service Description must not be blank,PS-126,10265,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,18/Jun/24 7:42 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001vj:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352240019,,,Done,22/Jun/24 9:33 PM
CA43 - Verify Telephone Number  – Character are not allowed,PS-125,10264,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:42 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:zr,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352222609,,,Done,22/Jun/24 9:33 PM
MA50 - Verify Telephone Number  – Character are not allowed,PS-124,10263,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:42 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:zi,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352241653,,,Done,22/Jun/24 9:33 PM
CA42 - Verify Telephone Number  – Special character are not allowed,PS-123,10262,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:42 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:z,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352241564,,,Done,22/Jun/24 9:33 PM
MA49 - Verify Telephone Number - Special character are not allowed,PS-122,10261,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:42 PM,22/Jun/24 9:32 PM,15/Jul/24 3:57 PM,22/Jun/24 9:32 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:y,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352258448,,,Done,22/Jun/24 9:32 PM
CA41 - Verify User name – First character cannot have space,PS-121,10260,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:41 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:x,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352273295,,,Done,22/Jun/24 9:33 PM
CA40 - Verify Password must be from 6 to 50 characters.,PS-120,10259,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:41 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:v,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352298933,,,Done,22/Jun/24 9:33 PM
MS34 - Verify Service Name must not be blank,PS-119,10258,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,18/Jun/24 7:41 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001vb:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352323731,,,Done,22/Jun/24 9:33 PM
FP11 - Forgot password -Email is not vaild,PS-118,10257,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,18/Jun/24 7:40 PM,22/Jun/24 9:31 PM,15/Jul/24 3:57 PM,22/Jun/24 9:31 PM,,0,,,,Nguyễn Hữu Phúc,712020:576dfde1-54b0-484a-968a-2b8d09e058d7,,,,,,,,,,,,,PS-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|hzzzzy:,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352261560,,,Done,22/Jun/24 9:31 PM
CA39 - Verify Username must be from 3 to 20 characters.,PS-117,10256,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:40 PM,22/Jun/24 9:33 PM,15/Jul/24 3:57 PM,22/Jun/24 9:33 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:r,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352397792,,,Done,22/Jun/24 9:33 PM
MA48 - Verify password -Password must be from 6 to 50 characters ,PS-116,10255,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:39 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:i,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352637105,,,Done,22/Jun/24 9:36 PM
MA47 - Verify email - First character can not have space,PS-115,10254,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:37 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v2:,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352768642,,,Done,22/Jun/24 9:36 PM
MA46 - Verify email - Email is not valid,PS-114,10253,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,18/Jun/24 7:36 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Duong Thanh Thoai (K17 HCM),712020:d3fdaee1-a731-44bf-9602-daee1d498329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001v1:,,,,,,,,,,,,,,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352831497,,,Done,22/Jun/24 9:36 PM
CA38 - Verify Email ID is not valid.,PS-113,10252,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,18/Jun/24 7:33 PM,22/Jun/24 9:36 PM,15/Jul/24 3:57 PM,22/Jun/24 9:36 PM,,0,,,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|i001uz:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352994038,,,Done,22/Jun/24 9:36 PM
SU3 Verify Email Email ID is not valid.,PS-112,10251,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,18/Jun/24 7:33 PM,22/Jun/24 9:31 PM,15/Jul/24 3:57 PM,22/Jun/24 9:31 PM,,0,,,,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,0|hzzzzx:,,,,,,,,,,,,24297686-4906-40b0-a79e-64e3f68d5c6e,N1_NET1804,,Unit,,,,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_352679276,,,Done,22/Jun/24 9:31 PM
